receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86af9a1f-e16a-11ed-9fe6-a96d6180cd25,Arepa de Huevo,6,4 huevos,4,4.0,,huevos,4 huevos,huevos,,"['4', 'huevos']","['4', 'huevo']",['huevos'],['huevo'],4 huevo,huevo
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,1,2 plátanos grandes muy maduros,2,2.0,,plátanos grandes muy maduros,2 platanos grandes muy maduros,platanos grandes muy maduros,,"['2', 'platanos', 'grandes', 'muy', 'maduros']","['2', 'platano', 'grande', 'mucho', 'maduro']","['platanos', 'grandes', 'muy', 'maduros']","['platano', 'grande', 'mucho', 'maduro']",2 platano grande mucho maduro,platano grande mucho maduro
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,2,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,3,8 rebanadas de queso mozzarella 2 pulgadas de espesor,8,8.0,rebanadas,queso mozzarella 2 pulgadas de espesor,8 rebanadas de queso mozzarella 2 pulgadas de espesor,queso mozzarella 2 pulgadas de espesor,rebanadas,"['8', 'rebanadas', 'de', 'queso', 'mozzarella', '2', 'pulgadas', 'de', 'espesor']","['8', 'rebanada', 'de', 'queso', 'mozzarella', '2', 'pulgada', 'de', 'espesor']","['queso', 'mozzarella', '2', 'pulgadas', 'de', 'espesor']","['queso', 'mozzarella', '2', 'pulgada', 'de', 'espesor']",8 rebanada de queso mozzarella 2 pulgada de espesor,queso mozzarella 2 pulgada de espesor
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,4,2 huevos,2,2.0,,huevos,2 huevos,huevos,,"['2', 'huevos']","['2', 'huevo']",['huevos'],['huevo'],2 huevo,huevo
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,5,4 cucharadas de harina para todo uso,4,4.0,cucharadas,harina para todo uso,4 cucharadas de harina para todo uso,harina para todo uso,cucharada,"['4', 'cucharadas', 'de', 'harina', 'para', 'todo', 'uso']","['4', 'cucharada', 'de', 'harina', 'para', 'todo', 'uso']","['harina', 'para', 'todo', 'uso']","['harina', 'para', 'todo', 'uso']",4 cucharada de harina para todo uso,harina para todo uso
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,6,2 cucharada de azúcar,2,2.0,cucharada,azúcar,2 cucharada de azucar,azucar,cucharada,"['2', 'cucharada', 'de', 'azucar']","['2', 'cucharado', 'de', 'azucar']",['azucar'],['azucar'],2 cucharado de azucar,azucar
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,7,2 cucharadas de leche,2,2.0,cucharadas,leche,2 cucharadas de leche,leche,cucharada,"['2', 'cucharadas', 'de', 'leche']","['2', 'cucharada', 'de', 'leche']",['leche'],['leche'],2 cucharada de leche,leche
86af9a20-e16a-11ed-b661-a96d6180cd25,Aborrajados de Platáno Maduro,8,Una pizca de sal,,,,Una pizca de sal,una pizca de sal,una pizca de sal,,"['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']","['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']",uno pizca de sal,uno pizca de sal
86af9a21-e16a-11ed-8ac8-a96d6180cd25,Colada de Maizena,1,¼ taza de maizena almidón de maíz,¼,0.25,taza,maizena almidón de maíz,1/4 taza de maizena almidon de maiz,maizena almidon de maiz,taza,"['1/4', 'taza', 'de', 'maizena', 'almidon', 'de', 'maiz']","['1/4', 'taza', 'de', 'maizena', 'almidon', 'de', 'maiz']","['maizena', 'almidon', 'de', 'maiz']","['maizena', 'almidon', 'de', 'maiz']",1/4 taza de maizena almidon de maiz,maizena almidon de maiz
86af9a21-e16a-11ed-8ac8-a96d6180cd25,Colada de Maizena,2,5 tazas de leche entera,5,5.0,tazas,leche entera,5 tazas de leche entera,leche entera,taza,"['5', 'tazas', 'de', 'leche', 'entera']","['5', 'taza', 'de', 'leche', 'entero']","['leche', 'entera']","['leche', 'entero']",5 taza de leche entero,leche entero
86af9a21-e16a-11ed-8ac8-a96d6180cd25,Colada de Maizena,3,⅓ taza de azúcar,⅓,0.3333333333,taza,azúcar,1/3 taza de azucar,azucar,taza,"['1/3', 'taza', 'de', 'azucar']","['1/3', 'taza', 'de', 'azucar']",['azucar'],['azucar'],1/3 taza de azucar,azucar
86af9a21-e16a-11ed-8ac8-a96d6180cd25,Colada de Maizena,4,1 ramita de canela,1,1.0,ramita,canela,1 ramita de canela,canela,ramita,"['1', 'ramita', 'de', 'canela']","['1', 'ramito', 'de', 'canela']",['canela'],['canela'],1 ramito de canela,canela
86af9a21-e16a-11ed-8ac8-a96d6180cd25,Colada de Maizena,5,Semillas de vainilla o esencia,,,,Semillas de vainilla o esencia,semillas de vainilla o esencia,semillas de vainilla o esencia,,"['semillas', 'de', 'vainilla', 'o', 'esencia']","['semilla', 'de', 'vainilla', 'o', 'esencia']","['semillas', 'de', 'vainilla', 'o', 'esencia']","['semilla', 'de', 'vainilla', 'o', 'esencia']",semilla de vainilla o esencia,semilla de vainilla o esencia
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,1,3 latas 6 oz de atún,3,3.0,latas,6 oz de atún,3 latas 6 oz de atun,6 oz de atun,lata,"['3', 'latas', '6', 'oz', 'de', 'atun']","['3', 'lata', '6', 'oz', 'de', 'atun']","['6', 'oz', 'de', 'atun']","['6', 'oz', 'de', 'atun']",3 lata 6 oz de atun,6 oz de atun
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,2,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza,"['1/2', 'taza', 'de', 'cebolla', 'picada']","['1/2', 'taza', 'de', 'cebolla', 'picado']","['cebolla', 'picada']","['cebollo', 'picado']",1/2 taza de cebolla picado,cebollo picado
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,3,¼ taza de pimentón rojo picado,¼,0.25,taza,pimentón rojo picado,1/4 taza de pimenton rojo picado,pimenton rojo picado,taza,"['1/4', 'taza', 'de', 'pimenton', 'rojo', 'picado']","['1/4', 'taza', 'de', 'pimenton', 'rojo', 'picado']","['pimenton', 'rojo', 'picado']","['pimenton', 'rojo', 'picado']",1/4 taza de pimenton rojo picado,pimenton rojo picado
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,4,"½ taza de verduras mixtas arvejas, zanahoria y maíz cocinadas",½,0.5,taza,"verduras mixtas arvejas, zanahoria y maíz cocinadas","1/2 taza de verduras mixtas arvejas, zanahoria y maiz cocinadas","verduras mixtas arvejas, zanahoria y maiz cocinadas",taza,"['1/2', 'taza', 'de', 'verduras', 'mixtas', 'arvejas', 'zanahoria', 'y', 'maiz', 'cocinadas']","['1/2', 'taza', 'de', 'verdura', 'mixto', 'arveja', 'zanahorio', 'y', 'maiz', 'cocinada']","['verduras', 'mixtas', 'arvejas', 'zanahoria', 'y', 'maiz', 'cocinadas']","['verdura', 'mixto', 'arveja', 'zanahorio', 'y', 'maiz', 'cocinada']",1/2 taza de verdura mixto arveja zanahorio y maiz cocinada,verdura mixto arveja zanahorio y maiz cocinada
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,5,½ cucharada de aceite de oliva,½,0.5,cucharada,aceite de oliva,1/2 cucharada de aceite de oliva,aceite de oliva,cucharada,"['1/2', 'cucharada', 'de', 'aceite', 'de', 'oliva']","['1/2', 'cucharado', 'de', 'aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']",1/2 cucharado de aceite de oliva,aceite de oliva
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,6,½ de cucharadita de sal,½,0.5,,de cucharadita de sal,1/2 de cucharadita de sal,de cucharadita de sal,,"['1/2', 'de', 'cucharadita', 'de', 'sal']","['1/2', 'de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']",1/2 de cucharadita de sal,de cucharadita de sal
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,7,½ cucharadita de pimienta molida,½,0.5,cucharadita,pimienta molida,1/2 cucharadita de pimienta molida,pimienta molida,cucharadita,"['1/2', 'cucharadita', 'de', 'pimienta', 'molida']","['1/2', 'cucharaditar', 'de', 'pimienta', 'molido']","['pimienta', 'molida']","['pimienta', 'molido']",1/2 cucharaditar de pimienta molido,pimienta molido
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,8,½ cucharada de jugo de limón,½,0.5,cucharada,jugo de limón,1/2 cucharada de jugo de limon,jugo de limon,cucharada,"['1/2', 'cucharada', 'de', 'jugo', 'de', 'limon']","['1/2', 'cucharado', 'de', 'jugo', 'de', 'limon']","['jugo', 'de', 'limon']","['jugo', 'de', 'limon']",1/2 cucharado de jugo de limon,jugo de limon
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,9,½ taza de mayonesa,½,0.5,taza,mayonesa,1/2 taza de mayonesa,mayonesa,taza,"['1/2', 'taza', 'de', 'mayonesa']","['1/2', 'taza', 'de', 'mayonesa']",['mayonesa'],['mayonesa'],1/2 taza de mayonesa,mayonesa
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,10,2 cucharadas de perejil picado un poco más para adornar,2,2.0,cucharadas,perejil picado un poco más para adornar,2 cucharadas de perejil picado un poco mas para adornar,perejil picado un poco mas para adornar,cucharada,"['2', 'cucharadas', 'de', 'perejil', 'picado', 'un', 'poco', 'mas', 'para', 'adornar']","['2', 'cucharada', 'de', 'perejil', 'picado', 'uno', 'poco', 'mas', 'para', 'adornar']","['perejil', 'picado', 'un', 'poco', 'mas', 'para', 'adornar']","['perejil', 'picado', 'uno', 'poco', 'mas', 'para', 'adornar']",2 cucharada de perejil picado uno poco mas para adornar,perejil picado uno poco mas para adornar
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,11,Hojas de lechuga,,,,Hojas de lechuga,hojas de lechuga,hojas de lechuga,,"['hojas', 'de', 'lechuga']","['hoja', 'de', 'lechuga']","['hojas', 'de', 'lechuga']","['hoja', 'de', 'lechuga']",hoja de lechuga,hoja de lechuga
86af9a22-e16a-11ed-ab6f-a96d6180cd25,Tomates Rellenos de Atún,12,6 tomates medianos sin semillas,6,6.0,,tomates medianos sin semillas,6 tomates medianos sin semillas,tomates medianos sin semillas,,"['6', 'tomates', 'medianos', 'sin', 'semillas']","['6', 'tomate', 'mediano', 'sin', 'semilla']","['tomates', 'medianos', 'sin', 'semillas']","['tomate', 'mediano', 'sin', 'semilla']",6 tomate mediano sin semilla,tomate mediano sin semilla
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,1,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,2,5 papas medianas,5,5.0,,papas medianas,5 papas medianas,papas medianas,,"['5', 'papas', 'medianas']","['5', 'papas', 'mediano']","['papas', 'medianas']","['papa', 'mediano']",5 papas mediano,papa mediano
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,3,½ de cucharadita de sal,½,0.5,,de cucharadita de sal,1/2 de cucharadita de sal,de cucharadita de sal,,"['1/2', 'de', 'cucharadita', 'de', 'sal']","['1/2', 'de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']",1/2 de cucharadita de sal,de cucharadita de sal
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,4,1 cucharada de aceite de oliva,1,1.0,cucharada,aceite de oliva,1 cucharada de aceite de oliva,aceite de oliva,cucharada,"['1', 'cucharada', 'de', 'aceite', 'de', 'oliva']","['1', 'cucharada', 'de', 'aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']","['aceite', 'de', 'oliva']",1 cucharada de aceite de oliva,aceite de oliva
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,5,1 taza de tomate picado,1,1.0,taza,tomate picado,1 taza de tomate picado,tomate picado,taza,"['1', 'taza', 'de', 'tomate', 'picado']","['1', 'taza', 'de', 'tomate', 'picado']","['tomate', 'picado']","['tomatir', 'picado']",1 taza de tomate picado,tomatir picado
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,6,⅓ taza de cebolla picada,⅓,0.3333333333,taza,cebolla picada,1/3 taza de cebolla picada,cebolla picada,taza,"['1/3', 'taza', 'de', 'cebolla', 'picada']","['1/3', 'taza', 'de', 'cebolla', 'picado']","['cebolla', 'picada']","['cebollo', 'picado']",1/3 taza de cebolla picado,cebollo picado
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,7,⅓ taza de cebolla larga picada,⅓,0.3333333333,taza,cebolla larga picada,1/3 taza de cebolla larga picada,cebolla larga picada,taza,"['1/3', 'taza', 'de', 'cebolla', 'larga', 'picada']","['1/3', 'taza', 'de', 'cebolla', 'largo', 'picada']","['cebolla', 'larga', 'picada']","['cebollo', 'largo', 'picada']",1/3 taza de cebolla largo picada,cebollo largo picada
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,8,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente,"['1', 'diente', 'de', 'ajo', 'picado']","['1', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picado']","['agir', 'picado']",1 diente de ajo picado,agir picado
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,9,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita,"['1/2', 'cucharadita', 'de', 'comino', 'molido']","['1/2', 'cucharaditar', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1/2 cucharaditar de comino molido,comino molido
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,10,½ cucharadita de Sazón con azafran,½,0.5,cucharadita,Sazón con azafran,1/2 cucharadita de sazon con azafran,sazon con azafran,cucharadita,"['1/2', 'cucharadita', 'de', 'sazon', 'con', 'azafran']","['1/2', 'cucharaditar', 'de', 'sazon', 'con', 'azafran']","['sazon', 'con', 'azafran']","['sazon', 'con', 'azafran']",1/2 cucharaditar de sazon con azafran,sazon con azafran
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,11,¼ de cucharadita de sal,¼,0.25,,de cucharadita de sal,1/4 de cucharadita de sal,de cucharadita de sal,,"['1/4', 'de', 'cucharadita', 'de', 'sal']","['1/4', 'de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']","['de', 'cucharadita', 'de', 'sal']",1/4 de cucharadita de sal,de cucharadita de sal
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,12,¼ cucharadita de pimienta molida,¼,0.25,cucharadita,pimienta molida,1/4 cucharadita de pimienta molida,pimienta molida,cucharadita,"['1/4', 'cucharadita', 'de', 'pimienta', 'molida']","['1/4', 'cucharadita', 'de', 'pimienta', 'molido']","['pimienta', 'molida']","['pimienta', 'molido']",1/4 cucharadita de pimienta molido,pimienta molido
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,13,½ libra de carne molida,½,0.5,libra,carne molida,1/2 libra de carne molida,carne molida,libra,"['1/2', 'libra', 'de', 'carne', 'molida']","['1/2', 'librar', 'de', 'carne', 'molido']","['carne', 'molida']","['carne', 'molido']",1/2 librar de carne molido,carne molido
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,14,1 huevo,1,1.0,,huevo,1 huevo,huevo,,"['1', 'huevo']","['1', 'huevo']",['huevo'],['huevo'],1 huevo,huevo
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,15,¼ taza de harina,¼,0.25,taza,harina,1/4 taza de harina,harina,taza,"['1/4', 'taza', 'de', 'harina']","['1/4', 'taza', 'de', 'harina']",['harina'],['harina'],1/4 taza de harina,harina
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,16,Una pizca de sal,,,,Una pizca de sal,una pizca de sal,una pizca de sal,,"['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']","['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']",uno pizca de sal,uno pizca de sal
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,17,½ cucharada de Sazón con azafran,½,0.5,cucharada,Sazón con azafran,1/2 cucharada de sazon con azafran,sazon con azafran,cucharada,"['1/2', 'cucharada', 'de', 'sazon', 'con', 'azafran']","['1/2', 'cucharado', 'de', 'sazon', 'con', 'azafran']","['sazon', 'con', 'azafran']","['sazon', 'con', 'azafran']",1/2 cucharado de sazon con azafran,sazon con azafran
86af9a23-e16a-11ed-bf6d-a96d6180cd25,Papas Rellenas Colombianas,18,¼ de taza de leche,¼,0.25,,de taza de leche,1/4 de taza de leche,de taza de leche,,"['1/4', 'de', 'taza', 'de', 'leche']","['1/4', 'de', 'taza', 'de', 'leche']","['de', 'taza', 'de', 'leche']","['de', 'taza', 'de', 'leche']",1/4 de taza de leche,de taza de leche
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,1,1 taza de harina de todo uso,1,1.0,taza,harina de todo uso,1 taza de harina de todo uso,harina de todo uso,taza,"['1', 'taza', 'de', 'harina', 'de', 'todo', 'uso']","['1', 'taza', 'de', 'harina', 'de', 'todo', 'uso']","['harina', 'de', 'todo', 'uso']","['harina', 'de', 'todo', 'uso']",1 taza de harina de todo uso,harina de todo uso
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,2,1 cucharada de mantequilla blanda,1,1.0,cucharada,mantequilla blanda,1 cucharada de mantequilla blanda,mantequilla blanda,cucharada,"['1', 'cucharada', 'de', 'mantequilla', 'blanda']","['1', 'cucharada', 'de', 'mantequilla', 'blando']","['mantequilla', 'blanda']","['mantequilla', 'blando']",1 cucharada de mantequilla blando,mantequilla blando
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,3,2 cucharadas de azúcar y más para decorar,2,2.0,cucharadas,azúcar y más para decorar,2 cucharadas de azucar y mas para decorar,azucar y mas para decorar,cucharada,"['2', 'cucharadas', 'de', 'azucar', 'y', 'mas', 'para', 'decorar']","['2', 'cucharada', 'de', 'azucar', 'y', 'mas', 'para', 'decorar']","['azucar', 'y', 'mas', 'para', 'decorar']","['azucar', 'y', 'mas', 'para', 'decorar']",2 cucharada de azucar y mas para decorar,azucar y mas para decorar
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,4,½ taza de jugo de naranja,½,0.5,taza,jugo de naranja,1/2 taza de jugo de naranja,jugo de naranja,taza,"['1/2', 'taza', 'de', 'jugo', 'de', 'naranja']","['1/2', 'taza', 'de', 'jugo', 'de', 'naranja']","['jugo', 'de', 'naranja']","['jugo', 'de', 'naranja']",1/2 taza de jugo de naranja,jugo de naranja
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,5,1 cucharadita de cáscara de naranja,1,1.0,cucharadita,cáscara de naranja,1 cucharadita de cascara de naranja,cascara de naranja,cucharadita,"['1', 'cucharadita', 'de', 'cascara', 'de', 'naranja']","['1', 'cucharadita', 'de', 'cascara', 'de', 'naranja']","['cascara', 'de', 'naranja']","['cascar', 'de', 'naranja']",1 cucharadita de cascara de naranja,cascar de naranja
86af9a24-e16a-11ed-a745-a96d6180cd25,Hojuelas o Hojaldras Colombianas,6,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,1,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,2,¾ de taza de fécula de maíz,¾,0.75,,de taza de fécula de maíz,3/4 de taza de fecula de maiz,de taza de fecula de maiz,,"['3/4', 'de', 'taza', 'de', 'fecula', 'de', 'maiz']","['3/4', 'de', 'taza', 'de', 'fecula', 'de', 'maiz']","['de', 'taza', 'de', 'fecula', 'de', 'maiz']","['de', 'taza', 'de', 'fecula', 'de', 'maiz']",3/4 de taza de fecula de maiz,de taza de fecula de maiz
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,3,¼ de taza de harina de yuca,¼,0.25,,de taza de harina de yuca,1/4 de taza de harina de yuca,de taza de harina de yuca,,"['1/4', 'de', 'taza', 'de', 'harina', 'de', 'yuca']","['1/4', 'de', 'taza', 'de', 'harina', 'de', 'yuca']","['de', 'taza', 'de', 'harina', 'de', 'yuca']","['de', 'taza', 'de', 'harina', 'de', 'yuca']",1/4 de taza de harina de yuca,de taza de harina de yuca
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,4,1 taza de queso costeño o feta rallado,1,1.0,taza,queso costeño o feta rallado,1 taza de queso costeno o feta rallado,queso costeno o feta rallado,taza,"['1', 'taza', 'de', 'queso', 'costeno', 'o', 'feta', 'rallado']","['1', 'taza', 'de', 'queso', 'costeno', 'o', 'feta', 'rallado']","['queso', 'costeno', 'o', 'feta', 'rallado']","['queso', 'costeno', 'o', 'feta', 'rallado']",1 taza de queso costeno o feta rallado,queso costeno o feta rallado
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,5,½ taza de queso fresco,½,0.5,taza,queso fresco,1/2 taza de queso fresco,queso fresco,taza,"['1/2', 'taza', 'de', 'queso', 'fresco']","['1/2', 'tazar', 'de', 'queso', 'fresco']","['queso', 'fresco']","['queso', 'fresco']",1/2 tazar de queso fresco,queso fresco
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,6,2 huevos,2,2.0,,huevos,2 huevos,huevos,,"['2', 'huevos']","['2', 'huevo']",['huevos'],['huevo'],2 huevo,huevo
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,7,¼ de cucharadita de polvo de hornear,¼,0.25,,de cucharadita de polvo de hornear,1/4 de cucharadita de polvo de hornear,de cucharadita de polvo de hornear,,"['1/4', 'de', 'cucharadita', 'de', 'polvo', 'de', 'hornear']","['1/4', 'de', 'cucharadita', 'de', 'polvo', 'de', 'hornear']","['de', 'cucharadita', 'de', 'polvo', 'de', 'hornear']","['de', 'cucharadita', 'de', 'polvo', 'de', 'hornear']",1/4 de cucharadita de polvo de hornear,de cucharadita de polvo de hornear
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,8,2 cucharadas de azúcar,2,2.0,cucharadas,azúcar,2 cucharadas de azucar,azucar,cucharada,"['2', 'cucharadas', 'de', 'azucar']","['2', 'cucharada', 'de', 'azucar']",['azucar'],['azucar'],2 cucharada de azucar,azucar
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,9,Una pizca de sal,,,,Una pizca de sal,una pizca de sal,una pizca de sal,,"['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']","['una', 'pizca', 'de', 'sal']","['uno', 'pizca', 'de', 'sal']",uno pizca de sal,uno pizca de sal
86af9a25-e16a-11ed-a8cc-a96d6180cd25,Buñuelos Colombianos,10,1 cucharada de leche,1,1.0,cucharada,leche,1 cucharada de leche,leche,cucharada,"['1', 'cucharada', 'de', 'leche']","['1', 'cucharada', 'de', 'leche']",['leche'],['leche'],1 cucharada de leche,leche
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,1,1 ½ libra de yuca congelada o fresca,1 ½,1.5,libra,yuca congelada o fresca,1 1/2 libra de yuca congelada o fresca,yuca congelada o fresca,libra,"['1', '1/2', 'libra', 'de', 'yuca', 'congelada', 'o', 'fresca']","['1', '1/2', 'libra', 'de', 'yuca', 'congelado', 'o', 'fresca']","['yuca', 'congelada', 'o', 'fresca']","['yuca', 'congelado', 'o', 'fresco']",1 1/2 libra de yuca congelado o fresca,yuca congelado o fresco
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,2,Sal,,,,Sal,sal,sal,,['sal'],['sal'],['sal'],['sal'],sal,sal
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,3,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,4,1 taza de queso mozzarella cortado en cubitos,1,1.0,taza,queso mozzarella cortado en cubitos,1 taza de queso mozzarella cortado en cubitos,queso mozzarella cortado en cubitos,taza,"['1', 'taza', 'de', 'queso', 'mozzarella', 'cortado', 'en', 'cubitos']","['1', 'taza', 'de', 'queso', 'mozzarella', 'cortado', 'en', 'cubito']","['queso', 'mozzarella', 'cortado', 'en', 'cubitos']","['queso', 'mozzarella', 'cortado', 'en', 'cubito']",1 taza de queso mozzarella cortado en cubito,queso mozzarella cortado en cubito
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,5,2 cucharadas de aceite vegetal,2,2.0,cucharadas,aceite vegetal,2 cucharadas de aceite vegetal,aceite vegetal,cucharada,"['2', 'cucharadas', 'de', 'aceite', 'vegetal']","['2', 'cucharada', 'de', 'aceite', 'vegetal']","['aceite', 'vegetal']","['aceite', 'vegetal']",2 cucharada de aceite vegetal,aceite vegetal
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,6,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente,"['1', 'diente', 'de', 'ajo', 'picado']","['1', 'diente', 'de', 'ajo', 'picado']","['ajo', 'picado']","['agir', 'picado']",1 diente de ajo picado,agir picado
